Id,Venue,Latitude,Longitude,Category Tags,Featured
chandelier-bar,Chandelier Bar,29.948954,-90.063532,Craft Cocktails; Martini Bar,FALSE
pat-obriens,Pat O'Brien's Bar,29.958244,-90.065223,Historic Bar; Live Music; Tourist Landmark,FALSE
napoleon-house,Napoleon House,29.955862,-90.065162,Historic Bar; Creole; Classic Cocktails,FALSE
fritzels,Fritzels,29.959299,-90.06514,Live Music; Jazz Bar,FALSE
kerry-irish-pub,Kerry Irish Pub,29.954244,-90.065207,Irish Pub,FALSE
mollys-on-toulouse,Molly's On Toulouse,29.957649,-90.0662,Irish Pub,FALSE
oz-nola,Oz,29.959499,-90.064789,Gay Bar; Dance Club; Late Night,FALSE
bourbon-pub-parade,Bourbon Pub & Parade,29.95958,-90.064885,Gay Bar; Dance Club,FALSE
tropical-isle,Tropical Isle,29.95786,-90.066259,Tourist Bar; Late Night; Signature Drinks,FALSE
brieux-carre,Brieux Carré,29.962653,-90.057233,Brewery,FALSE
jazz-playhouse,Irvin Mayfield's Jazz Playhouse,29.955698,-90.067817,Live Music; Jazz,FALSE
maison-bourbon,Maison Bourbon,29.95856,-90.065784,Live Music; Jazz,FALSE
palm-court-jazz-cafe,Palm Court Jazz Cafe,29.960789,-90.059077,Live Music; Jazz; Dinner,FALSE
toulouse-dive-bar,Toulouse Dive Bar,29.957639,-90.066261,Dive Bar,FALSE
boondock-saint,Boondock Saint,29.954338,-90.068436,Irish Pub,FALSE
latitude-29,Latitude 29,29.953681,-90.065101,Tiki Bar; Craft Cocktails,FALSE
effervescence,Effervescence,29.963428,-90.065410,Craft Cocktails; Champagne Bar,FALSE
the-corner-pocket,The Corner Pocket,29.958144,-90.068855,Gay Bar,FALSE
good-friends-bar,Good Friends Bar,29.959951,-90.065756,Gay Bar,FALSE
cats-meow,Cat's Meow,29.958715,-90.065675,Karaoke Bar; Late Night,FALSE
boot-scootin-rodeo,Boot Scootin' Rodeo,29.959035,-90.065259,Bar; Live Music,FALSE
house-of-blues-nola,House of Blues,29.953203,-90.066080,Live Music; Bar; Restaurant,FALSE
bourbon-o-bar,Bourbon O Bar,29.959111,-90.065106,Craft Cocktails,FALSE
21st-amendment-la-louisiane,21st Amendment at La Louisiane,29.954508,-90.068701,Craft Cocktails,FALSE
carmo,Carmo,29.945614,-90.069833,Vegetarian-friendly; Casual; Tropical,FALSE
annunciation-restaurant,Annunciation,29.941496,-90.067595,Creole; Cajun; Fine Dining,FALSE
mulates,Mulate's,29.944519,-90.064926,Cajun; Live Music,FALSE
desi-vegas,Desi Vega's Steakhouse,29.947595,-90.071076,Steakhouse,FALSE
luke-restaurant,Luke,29.950758,-90.070352,Creole; Brasserie,FALSE
trenasse,Trenasse,29.950337,-90.069713,Seafood; Southern,FALSE
sobou,SoBou,29.954435,-90.066373,Creole; Craft Cocktails; Happy Hour,FALSE
two-chicks-cafe,Two Chicks Café,29.942038,-90.065120,Breakfast; Cajun; Casual,FALSE
city-greens,City Greens,29.950585,-90.073781,Casual; Healthy,FALSE
la-boca,La Boca,29.943569,-90.065426,Steakhouse; Argentine,FALSE
merchant,Merchant,29.952712,-90.071134,Cafe; Casual,FALSE
grill-room-windsor-court,Grill Room at Windsor Court Hotel,29.949476,-90.066353,Fine Dining,FALSE
herbsaint,Herbsaint,29.947272,-90.071418,Fine Dining; French; Southern,FALSE
palace-cafe,Palace Cafe,29.952911,-90.068176,Creole; Seafood,FALSE
restaurant-august,Restaurant August,29.949951,-90.066734,Fine Dining; French; Creole,FALSE
gordon-biersch,Gordon Biersch,29.948029,-90.065012,Brewery; Casual,FALSE
lucys-retired-surfer-bar,Lucy's Retired Surfer Bar,29.946399,-90.067510,Bar; Happy Hour,FALSE
sazerac-bar,Sazerac Bar,29.953937,-90.071655,Historic Bar; Craft Cocktails,FALSE
whiskey-blue,Whiskey Blue,29.948999,-90.066422,Craft Cocktails; Hotel Bar,FALSE
little-gem-saloon,Little Gem Saloon,29.950865,-90.075010,Live Music; Bar,FALSE
lufu-nola,Lufu NOLA,29.960276,-90.059778,Indian,FALSE
chophouse-new-orleans,Chophouse New Orleans,29.949921,-90.067720,Steakhouse,FALSE
cellar-door,Cellar Door,29.952500,-90.072598,Craft Cocktails,FALSE
qc-hotel-bar,Q&C Hotel Bar,29.950055,-90.069002,Craft Cocktails; Hotel Bar,FALSE
loft-523-bar,Loft 523 Bar,29.950851,-90.068219,Hotel Bar; Craft Cocktails,FALSE
the-press-room-eliza-jane,The Press Room,29.950398,-90.067735,Hotel Bar; Craft Cocktails,FALSE
canopy-rooftop-bar,Canopy by Hilton Rooftop Bar,29.953777,-90.073240,Rooftop Bar,FALSE
fountain-lounge,Fountain Lounge,29.954493,-90.072220,Live Music; Hotel Bar,FALSE
monkey-board,Monkey Board,29.953415,-90.074675,Rooftop Bar; Craft Cocktails,FALSE
alto-ace-hotel,Alto,29.948319,-90.071948,Rooftop Bar; Craft Cocktails,FALSE
espiritu,Espíritu,29.941736,-90.069619,Indian; Fusion,FALSE
mothers-restaurant,Mother's Restaurant,29.949029,-90.067178,Po-boys; Casual; Historic Restaurant,FALSE
sushi-by-us,Sushi by Us,29.948140,-90.074233,Sushi; Japanese,FALSE
beacon-south-market,Beacon at South Market,29.948140,-90.074233,Cafe; Casual,FALSE
dahla,Dahla,29.948140,-90.074233,Casual,FALSE
emerils,Emeril's,29.9447,-90.0673,Fine Dining; Creole,FALSE
meril,Meril,29.946545,-90.068238,New American; Casual,FALSE
gianna,Gianna,29.946605,-90.068635,Italian; Fine Dining,FALSE
peche-seafood-grill,Pêche Seafood Grill,29.9452,-90.0691,Seafood; Fine Dining,FALSE
cochon,Cochon,29.942222,-90.067222,Cajun; Casual,FALSE
compere-lapin,Compère Lapin,29.9479,-90.0673,Creole; Caribbean; Fine Dining,FALSE
st-james-cheese-company,St. James Cheese Company,29.946764,-90.067491,Sandwiches; Cheese; Casual,FALSE
mister-oso,Mister Oso,29.948541,-90.067357,Mexican; Tacos; Bar,FALSE
commons-club,Commons Club,29.949423,-90.073176,Brunch; Live Music; Bar,FALSE
plates-restaurant-bar,plates restaurant & bar,29.935937,-90.069367,Tapas; Seafood,FALSE
sofia-nola,Sofia,29.948015,-90.071135,Italian; Casual,FALSE
briquette,Briquette,29.946043,-90.066086,Seafood; Fine Dining,FALSE
galliano,Galliano,29.944251,-90.064894,Seafood; Fine Dining,FALSE
vyoones,Vyoone's,29.946465,-90.067782,French; Fine Dining,FALSE
grand-isle,Grand Isle,29.947156,-90.064909,Seafood,FALSE
pluck-wine-bar,Pluck Wine Bar,29.947418,-90.071940,Wine Bar; Cheese,FALSE
baroness-on-baronne,Baroness on Baronne,29.945678,-90.074294,Cajun; Creole; Craft Cocktails,FALSE
wino,Wine Institute of New Orleans (W.I.N.O.),29.947198,-90.067184,Wine Bar,FALSE
sidecar-nola,Sidecar NOLA Patio & Oyster Bar,29.948975,-90.074774,Seafood; Oysters; Craft Cocktails,FALSE
the-fillmore-nola,The Fillmore,29.949823,-90.064361,Live Music,FALSE
republic-nola,Republic,29.944133,-90.065700,Live Music; Dance Club,FALSE
rosies-on-the-roof,Rosie's on the Roof,29.942157,-90.069670,Rooftop Bar; Live Music,FALSE
bar-metier,Bar Métier,29.949213,-90.071937,Craft Cocktails; Hotel Bar,FALSE
the-pool-club,The Pool Club,29.949423,-90.073176,Rooftop Bar,FALSE
high-five,High Five,29.938414,-90.079338,Rooftop Bar,FALSE
seaworthy,Seaworthy,29.947899,-90.072309,Seafood; Oysters; Craft Cocktails,FALSE
domenica,Domenica,29.953920,-90.071730,Italian; Pizza,FALSE
morrow-steak,Morrow Steak,29.946858,-90.075483,Steakhouse,FALSE
tommys-cuisine,Tommy's Cuisine,29.945088,-90.067269,Italian; Creole; Fine Dining,FALSE
tommys-wine-bar,Tommy's Wine Bar,29.945165,-90.067273,Wine Bar,FALSE
ernst-cafe,Ernst Cafe,29.947134,-90.065753,Historic Bar; Casual,FALSE
the-rusty-nail,The Rusty Nail,29.940775,-90.069257,Bar; Whiskey,FALSE
american-sector,American Sector,29.942175,-90.070420,American; Casual,FALSE
marias-oyster-wine-bar,Maria's Oyster & Wine Bar,29.945174,-90.067284,Seafood; Oysters; Wine Bar,FALSE
rio-mar,Rio Mar,29.944435,-90.065680,Seafood; Latin American,FALSE
the-howlin-wolf,The Howlin' Wolf,29.942639,-90.065972,Live Music; Bar,FALSE
snug-harbor,Snug Harbor,29.9641,-90.0579,Live Music; Jazz; Creole,FALSE
13-monaghan,13 Monaghan,29.96295,-90.05751,Bar; Late Night; Vegan-friendly,FALSE
cafe-rose-nicaud,Cafe Rose Nicaud,29.96428,-90.05794,Cafe; Coffee,FALSE
cake-cafe,Cake Cafe,29.963739,-90.053044,Bakery; Sandwiches,FALSE
flora-gallery-coffee-shop,Flora Gallery and Coffee Shop,29.96474,-90.05129,Coffee; Cafe,FALSE
monas,Mona's,29.962585,-90.057767,Middle Eastern,FALSE
whodat-coffee,WhoDat Coffee,29.96687,-90.05409,Coffee,FALSE
breakaways-rb,Breakaway's R&B,29.965995,-90.051262,Creole; Cookhouse,FALSE
alois-j-binder-bakery,Alois J. Binder Bakery,29.96735,-90.05825,Bakery,FALSE
the-orange-couch,The Orange Couch,29.96494,-90.0543,Coffee; Cafe,FALSE
adolfos,Adolfo's,29.96386,-90.05759,Italian; Casual,FALSE
feelings-cafe,Feelings Cafe,29.96382,-90.05163,Piano Bar; Courtyard,FALSE
marigny-brasserie,Marigny Brasserie,29.9644,-90.05794,Creole; Wine Bar; Live Music,FALSE
praline-connection,Praline Connection,29.96341,-90.05788,Creole; Soul Food,FALSE
sukho-thai,Sukho Thai,29.9645,-90.0591,Thai,FALSE
wasabi-marigny,Wasabi,29.96665,-90.05819,Sushi; Japanese,FALSE
allways-lounge,The AllWays Lounge & Cabaret,29.96853,-90.05572,Live Music; Cabaret; Theater,FALSE
dragons-den,Dragon's Den,29.96233,-90.05754,Live Music; Bar,FALSE
friendly-bar,Friendly Bar,29.96382,-90.05501,Gay Bar; Dive Bar,FALSE
iggys,Iggy's,29.96761,-90.05938,Bar; Casual,FALSE
the-john,The John,29.96638,-90.05816,Dive Bar; Rockabilly,FALSE
mimis-in-the-marigny,Mimi's in the Marigny,29.96494,-90.05124,Bar; Billiards; Tapas; DJ,FALSE
phoenix-bar,Phoenix,29.96748,-90.05648,Gay Bar; Late Night,FALSE
buffas-lounge,Buffa's Lounge,29.96546,-90.0626,Live Music; Bar; Jazz Brunch,FALSE
checkpoint-charlies,Checkpoint Charlies,29.96224,-90.05798,Dive Bar; Live Music; Pool,FALSE
ayu-bakehouse,Ayu Bakehouse,29.965584,-90.057827,Bakery; Cafe; Coffee,FALSE
evviva,Evviva,29.965880,-90.053257,Mediterranean; Italian,FALSE
budsis-thai,Budsi's Authentic Thai,29.966005,-90.051273,Thai,FALSE
dat-dog-marigny,Dat Dog,29.963672,-90.057676,Hot Dogs; Bar,FALSE
morrows,Morrow's,29.968775,-90.051082,Creole; Brunch,FALSE
kajuns-pub,Kajun's Pub,29.968543,-90.054961,Karaoke Bar; Live Music,FALSE
paladar-511,Paladar 511,29.962795,-90.054939,Italian; Pizza; Seafood,FALSE
spicy-mango,Spicy Mango,29.961939,-90.057523,Caribbean,FALSE
habibi-lebanese,Habibi Lebanese Grill & Wine Bar,29.965060,-90.051954,Middle Eastern; Wine Bar,FALSE
royal-woodfired-pizza,Royal's Woodfire Pizza,29.965060,-90.051954,Pizza,FALSE
melange-marigny,Mélange,29.963438,-90.057504,New American,FALSE
30-90,30°/-90°,29.963063,-90.057809,Live Music; Bar,FALSE
dooky-chases,Dooky Chase's Restaurant,29.968222,-90.078492,Historic Restaurant; Creole; Soul Food,FALSE
willie-maes-scotch-house,Willie Mae's Scotch House,29.969167,-90.078889,Historic Restaurant; Soul Food; Fried Chicken,FALSE
lil-dizzys-cafe,Lil Dizzy's Cafe,29.968682,-90.067866,Creole; Soul Food; Casual,FALSE
wing-shack,Wing Shack,29.964782,-90.07322,Wings; Casual,FALSE
treme-coffeehouse,Tremé Coffeehouse,29.965434,-90.069536,Coffee; Cafe,FALSE
candlelight-lounge,Candlelight Lounge,29.965557,-90.070692,Live Music; Jazz; Bar,FALSE
mother-in-law-lounge,Mother-in-Law Lounge,29.970944,-90.066778,Live Music; Dive Bar; BBQ,FALSE
vaucressons-creole-cafe,Vaucresson's Creole Cafe & Deli,29.97458,-90.06702,Creole; Sausage; Casual,FALSE
fatmas-cozy-corner,Fatma's Cozy Corner,29.968071,-90.068134,Cafe; Breakfast,FALSE
ooh-poo-pah-doo-bar,Ooh Poo Pah Doo Bar,29.967919,-90.073222,Dive Bar; Neighborhood Bar,FALSE
lost-coyote,Lost Coyote,29.963714,-90.060263,New American; Louisiana Cuisine,FALSE
old-absinthe-house,Old Absinthe House,29.955358,-90.068434,Historic Bar; Craft Cocktails,FALSE
